original_species,location_name,provenance_latitude,provenance_longitude,growth_site_lat,growth_site_lon,growing_conditions,reference,original_duration,original_recovery,original_term,HT_type,static_dynamic,duration_category,recovery_category,method,HT_standardized,full_ht_method,comments,Family,HT,Agriculture_sp,Notes_on_ag_status,updated_species,wcvp_authors
Acalypha wilkesiana,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Euphorbiaceae,53,N,NA,Acalypha wilkesiana,Müll.Arg.
Allamanda cathartica,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Apocynaceae,55,N,NA,Allamanda cathartica,L.
Avicennia germinans,on the coast,NA,NA,NA,NA,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Acanthaceae,51,N,NA,Avicennia germinans,(L.) L.
Begonia decandra,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Begoniaceae,47,N,NA,Begonia decandra,Pav. ex A.DC.
Bougainvillea glabra,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Nyctaginaceae,55,N,NA,Bougainvillea glabra,Choisy
Calycogonium squamulosum,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Melastomataceae,51,N,NA,Calycogonium squamulosum,Cogn.
Cecropia peltata,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Urticaceae,51,N,NA,Cecropia peltata,L.
Codiaeum variegatum,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Euphorbiaceae,57,N,NA,Codiaeum variegatum,(L.) Rumph. ex A.Juss.
Cordia borinquensis,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Boraginaceae,47,N,NA,Cordia borinquensis,Urb.
Croton poecilanthus,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Euphorbiaceae,46,N,NA,Croton poecilanthus,Urb.
Cyclosorus deltoideus,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Thelypteridaceae,45,N,NA,Cyclosorus deltipterus,(Copel.) Copel.
Dicranopteris flexuosa,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Polygonaceae,46,N,NA,Dicranopteris flexuosa,(Schrad.) Underw.
Ficus benjamina,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Polygonaceae,51,N,NA,Ficus benjamina,L.
Gesneria sintenisii,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Taxaceae,45,N,NA,Gesneria sintenisii,Urb.
Gleichenella pectinata,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Taxaceae,50,N,NA,Gleichenella pectinata,(Willd.) Ching
Guarea guidonia,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Francoaceae,52,N,NA,Guarea guidonia,(L.) Sleumer
Heliconia psittacorum,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Francoaceae,54,N,NA,Heliconia psittacorum,L.f.
Hibiscus rosa-sinensis,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Melastomataceae,53,N,NA,Hibiscus rosa-sinensis,L.
Laguncularia racemosa,on the coast,NA,NA,NA,NA,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Phyllanthaceae,52,N,NA,Laguncularia racemosa,(L.) C.F.Gaertn.
Mangifera indica,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Symplocaceae,55,Y,Mango,Mangifera indica,L.
Marcgravia sintenisii,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Salicaceae,49,N,NA,Marcgravia sintenisii,Urb.
Miconia prasina,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Solanaceae,46,N,NA,Miconia prasina,(Sw.) DC.
Nephrolepis biserrata,"University Campus, Rio Piedras, Puerto Rico",NA,NA,18.40947,-66.0453,common garden,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Asteraceae,53,N,NA,Nephrolepis biserrata,(Sw.) Schott
Nephrolepis rivularis,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Nephrolepidaceae,49,N,NA,Nephrolepis rivularis,(Vahl) Mett.
Oleandra articulata,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Oleandraceae,50,N,NA,Oleandra articulata,(Sw.) C.Presl
Peltapteris peltata,"El Yunque National Forest, Puerto Rico",18.29539,-65.8002,18.29539,-65.8002,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Dryopteridaceae,48,N,NA,Peltapteris peltata,(Sw.) C.V.Morton
Peperomia hernandiifolia,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Piperaceae,47,N,NA,Peperomia hernandiifolia,(Vahl) A.Dietr.
Pilea krugii,"Sierra de Luquillo, Puerto Rico",18.28228,-65.783,18.28228,-65.783,in situ,"Biebl, R. 1964. Temperaturresistenz tropischer Pflanzen auf Puerto Rico. Protoplasma 59: 133-156",30,5760,Warmeresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"I picked the midpoint of ""partial death"". This is not always consistent with where the author draws a line through the tables, but it is not clear to me on what basis that line is drawn; several species in this study did not have a clearly resolved heat tolerance and I left those out",Urticaceae,44,N,NA,Pilea krugii,Urb.
